@relation 'creditcard-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.GreedyStepwise -B -T -1.7976931348623157E308 -N -1 -num-slots 1'

@attribute V4 numeric
@attribute V10 numeric
@attribute V14 numeric
@attribute V17 numeric
@attribute V20 numeric
@attribute V24 numeric
@attribute Class {0,1}

@data
0.392005,1.754782,0.129005,-0.221408,0.708035,0.015387,0
0.86759,-0.127166,0.390854,-0.417855,0.217259,0.569009,0
-2.524957,-1.683987,0.660006,-0.174665,-0.170435,-0.015977,0
6.666273,-11.420451,-14.690729,-18.587366,1.410678,-0.769348,1
0.35704,-0.00617,0.404935,-0.471912,-0.223458,0.036304,0
2.861292,3.245086,-0.913787,0.022045,-1.016923,0.62359,1
1.753792,-1.672346,-6.034403,-4.166479,-0.093421,0.061901,1
0.662043,0.250536,-0.39417,-0.177046,0.413058,-0.892661,0
1.731595,-0.164563,1.500794,0.115114,-0.358709,0.320748,1
4.016731,-4.816401,-6.800098,-5.017908,0.452241,0.284122,1
3.864377,-2.659718,-4.955823,-5.197794,0.27036,-0.172201,1
-0.562343,-0.983498,0.937775,0.51482,-0.087143,0.397558,0
3.401955,-4.937427,-6.61909,-7.165044,0.264699,-0.117471,1
-1.477016,0.512925,-0.004184,0.127839,0.733885,1.07063,0
5.527393,-6.778331,-11.090425,-1.685473,0.948864,-0.504899,1
-0.203459,0.21763,1.065262,-0.223768,-1.027716,0.772943,1
-1.194474,-0.933399,0.064867,-0.110199,-0.149706,-1.380221,0
0.468391,-1.485591,-3.207687,2.21575,0.078229,0.674554,0
11.885313,-13.175198,-14.004776,-12.122009,0.993121,-1.039797,1
4.61741,-0.373927,-4.252466,2.934481,-0.288392,-0.468006,1
1.430728,-0.10958,-0.099339,0.00828,-0.203875,0.413638,0
0.490398,0.011964,-0.195769,-0.355098,-0.18359,1.20471,0
7.546033,-11.141278,-13.602211,-23.815636,1.68216,0.591783,1
2.672539,0.518266,-0.184793,-0.096097,-0.159174,0.365226,0
-0.538733,-1.230907,1.743232,-0.002979,0.083737,0.450272,0
9.505594,-14.110184,-9.373859,-19.236292,-1.514923,0.673461,1
7.42694,-4.13784,-9.440375,1.632009,0.535435,-0.417918,1
-1.542801,-0.801748,-0.751004,0.352488,0.056493,0.592644,0
3.869124,-4.758304,-6.073989,-9.855927,-0.224043,0.04264,1
5.955664,-2.850324,-2.241516,-6.127194,1.96503,-0.215379,1
0.562081,0.132386,0.645581,-0.542743,-0.154061,0.503126,0
0.612407,0.115645,0.334683,-0.385291,0.069261,-0.289611,0
0.195199,0.178693,0.888973,-0.111889,-0.219547,0.519398,0
6.890952,-5.110728,-6.106552,-13.566325,-0.227882,-0.059045,1
-2.781415,-1.252637,-1.304285,0.041455,-0.689091,0.516744,0
0.459682,-0.368629,-0.748617,0.225331,-0.132202,0.02213,0
-0.239929,-1.206232,-1.115461,0.736716,0.158836,-0.238075,0
0.786883,-0.628382,-0.030717,0.489299,1.295069,-0.194795,0
3.684737,-6.353887,-8.442873,-9.518038,0.808336,-0.791489,1
2.746478,0.536571,-0.162433,-0.305899,-0.167954,0.398239,0
4.224944,1.517329,0.001332,-0.065577,0.35453,0.402614,0
2.588033,-3.508925,-4.978118,-0.817261,0.353898,-0.281719,1
-3.007823,0.849817,-0.592203,-0.31709,-0.137791,-0.35473,0
0.605761,-2.856117,-6.160457,-5.301273,-0.478219,-0.498042,1
-1.401064,1.012598,-1.665308,1.027677,-0.211826,-0.656232,0
0.313232,0.237169,0.504584,-0.445487,-0.231063,0.014858,0
7.519929,-13.215172,-13.417012,-21.906493,-0.645394,0.452089,1
-0.457662,-1.613618,-1.816384,0.716591,0.399447,0.359637,1
2.091803,-4.43181,-4.603797,-3.003615,0.508985,-0.283271,1
3.320337,-5.052502,-9.072711,-6.248145,-3.49305,-0.639435,1
1.068964,-0.363182,-0.301719,0.260885,-0.076665,0.530124,0
6.950983,2.68867,0.984344,0.327464,2.493224,0.665346,1
3.924526,-6.213355,-8.604486,-9.338938,0.87472,-0.776338,1
5.270891,-8.409665,-11.534046,-11.88757,0.545698,-0.355519,1
1.451787,-0.086765,0.640374,0.219264,-0.034447,0.018301,0
2.335045,-5.165331,-3.518131,-7.925389,0.186898,-1.470732,1
-0.794857,0.898008,0.72726,0.159119,0.040255,-0.003254,0
7.690772,-12.835738,-10.468677,-22.608868,-1.00932,0.615054,1
0.217805,-1.250286,-5.208305,-5.249111,0.817203,-0.126644,1
1.133874,0.005221,0.135804,-0.422778,-0.114428,-0.00608,0
8.204144,-14.924655,-14.224404,-15.841616,-0.810146,0.459442,1
5.390793,-0.045125,-4.715521,3.871618,0.205691,0.791547,1
10.463866,-16.303538,-7.352792,-17.598854,2.106034,0.348997,1
2.660107,-3.356474,-5.945003,-3.082274,0.284831,-0.265517,1
-0.880392,0.67689,-0.252065,-0.011987,0.313761,0.037617,0
2.733459,1.217388,0.316165,-0.135461,0.293525,-0.055451,0
7.818673,-16.649628,-7.243461,-18.750641,0.427203,0.662767,1
6.203314,-8.650758,-7.827891,-13.002459,1.611998,0.134565,1
5.898602,-6.683689,-10.447633,-11.647158,0.942489,-0.433409,1
-1.528677,1.413347,1.368411,-0.309354,0.522966,-0.402923,0
1.48698,-1.037113,-3.244728,1.667467,-0.003213,-1.070277,0
5.159401,-7.145137,-9.982585,-13.691474,0.0175,-0.446891,1
2.502005,-5.112971,-4.350434,-8.07801,0.285559,-1.511046,1
0.901644,-0.045088,-0.007791,-0.868183,-0.029559,-0.440454,1
-2.592957,0.945684,-0.58845,-0.11727,-0.136938,-0.509969,0
1.391647,0.030765,0.688025,-0.288388,0.542805,0.249513,0
3.320337,-5.052502,-9.072711,-6.248145,-3.49305,-0.639435,1
8.904157,-22.187089,-3.926207,-12.462315,2.812241,0.254836,1
0.847753,-0.150129,0.578869,-0.119204,1.230278,-0.029091,1
0.817253,-0.121653,-0.895434,2.031196,-1.029965,-0.086103,1
0.47711,0.206523,0.151633,-0.95276,-0.152624,-0.36002,0
3.893556,0.398155,-2.969201,0.671241,-0.085579,-0.155299,1
1.325682,-0.135195,-0.378519,0.435162,0.091718,0.101191,0
-1.874132,-0.035705,0.179767,0.32627,0.060903,-0.635152,0
0.935418,0.434274,0.646957,-1.313239,0.058291,-1.429556,0
-1.828597,0.630943,-0.027512,-0.743128,-0.387355,-0.063527,0
1.835006,-4.542612,-6.424372,-5.147039,0.424608,-0.281497,1
-2.044275,-0.105559,-0.895034,-0.22758,0.377751,0.442155,0
-0.712896,0.696693,-0.875249,-0.034614,0.008248,0.448166,0
-1.812459,1.735483,-0.272035,-0.025632,-0.414069,0.052222,0
6.185969,-9.668789,-8.640459,-13.68414,1.501565,0.040404,1
9.007147,-12.840934,-19.214325,-15.503392,1.493775,-1.164555,1
4.083047,-3.162136,-6.435871,-3.654258,0.348896,0.125866,1
9.249459,-14.557159,-6.91764,-20.254556,-0.526368,0.739268,1
-0.126292,0.168271,0.849214,-0.658758,-0.1694,-0.256416,0
7.043374,-20.949192,-3.836781,-15.825136,4.100019,0.382801,1
6.394574,-5.334754,-11.081617,-5.848903,0.555412,-0.523271,1
-0.415893,0.878564,0.202054,-0.583067,0.07642,0.19265,0
1.08964,-0.011777,0.176576,-0.419012,-0.058232,-0.399794,0
0.729302,0.010803,0.754693,-0.466714,-0.096175,-0.002924,0
4.311234,-6.561257,-7.755254,-10.611715,-0.156289,0.19755,1
-0.93844,-1.768102,-1.525802,0.407361,0.324243,-1.143769,0
0.661233,-0.070607,0.556899,0.051537,-0.222029,0.357884,0
1.409552,0.097624,-0.432967,-0.828564,-0.098646,0.033932,0
4.007683,-4.624985,-6.210258,-4.830324,0.504646,-0.3647,1
-0.385183,-1.074377,0.775026,0.117846,-0.041507,1.131672,0
-1.04929,-1.226374,0.48784,-1.055387,0.566002,-1.390826,0
2.65053,-2.637442,-6.455029,5.580209,0.701292,-0.600351,1
4.871299,-5.638941,-9.505141,-10.006253,0.745029,-0.80423,1
2.755369,-0.157696,-1.633472,1.593529,-0.252115,-0.060327,1
2.640065,-2.069904,-1.508557,2.270271,1.474929,0.648467,1
2.507299,1.077418,-3.266476,-5.269876,-0.465679,0.645545,1
8.344392,-11.435624,-15.445026,-22.541652,1.150017,0.523648,1
8.617895,-11.786812,-11.852161,-18.388811,-0.623737,-0.646743,1
-0.755458,0.249311,-1.824839,1.194212,0.037438,0.592615,1
6.348557,-6.045468,-10.733854,-1.74635,0.587743,-0.759908,1
-0.485027,-1.162168,-0.300976,0.933314,-0.240973,-1.69176,0
3.320337,-5.052502,-9.072711,-6.248145,-3.49305,-0.639435,1
-0.939008,1.218514,0.73666,-0.458777,0.303039,-0.470522,0
-1.365854,-0.370019,-0.154565,-1.032827,0.159172,-1.639826,0
-2.552207,1.049329,0.112529,0.122419,0.11251,0.71369,0
2.572046,-3.58281,-2.73594,-5.079479,1.95796,0.328433,1
1.30958,-1.531608,1.075248,0.093321,3.973217,0.657586,1
2.179903,-5.179935,-6.989272,-5.995337,0.357369,-0.601505,1
6.290918,-8.442262,-7.076899,-12.532062,1.640037,0.147807,1
1.209196,-0.552903,-0.994581,0.705794,-0.171541,-0.917392,1
1.561096,-0.269985,-0.376261,0.848701,-0.283162,-0.299089,0
-0.348086,0.322987,-1.214292,0.585233,0.208976,0.414213,0
4.820886,-0.357616,-1.108699,2.202652,0.944915,-0.42002,1
0.780144,0.601968,-0.720955,1.015216,-0.695513,-0.338636,0
1.067563,0.003101,0.414093,-0.544561,-0.065786,0.034454,0
11.78618,-12.744761,-12.784346,-11.325997,1.007703,-1.059222,1
0.631797,-0.493207,-0.433226,0.532237,-0.070776,-0.107604,0
-1.212259,0.460937,0.22083,0.254051,-0.262311,0.208875,0
4.777701,-2.042168,-7.208312,6.44351,-0.059264,-0.59702,1
5.348303,-8.337707,-12.875494,-12.719207,2.172709,-0.379574,1
-1.160485,0.222814,-0.766793,0.436042,0.290685,0.076579,0
-1.028038,-0.872536,0.906286,-0.379087,-0.26519,0.711239,0
-0.914679,-0.230716,0.471458,-0.063774,-0.368572,-1.65999,0
3.17506,-4.350685,-5.586873,-4.460495,3.209171,-0.061553,1
0.281909,-0.294653,2.214981,0.035853,-0.299109,0.653672,0
5.547453,-6.600461,-7.628652,-14.064624,0.757287,0.011007,1
-0.588801,0.076745,0.647549,-0.150409,0.05971,0.766907,0
10.259036,-11.182125,-15.021657,-20.165567,1.194137,0.382025,1
-1.757914,0.674861,0.080917,-0.208605,0.37556,1.044584,0
4.45523,-7.524368,-7.687803,-13.2773,0.579098,0.013704,1
0.312429,-0.200248,-0.232791,-1.020249,-0.04395,-1.021205,0
1.181277,-0.02633,0.155574,-0.299134,-0.142234,0.069307,0
1.710314,-6.625692,-0.673818,-5.160213,3.639603,-0.255504,1
6.835802,-4.458008,-7.320272,-4.251158,1.189814,-0.657601,1
4.5225,-5.526278,-7.678668,-5.844266,0.562706,0.083008,1
0.34934,-0.500151,1.759315,0.158615,-0.224756,0.58632,0
2.486103,-0.394381,-1.42562,2.84495,-0.475126,0.14045,1
1.72168,-2.895252,-2.971317,-4.908099,0.170872,0.17696,1
-0.251248,-1.258761,-0.453886,1.170115,-0.314914,-0.143208,0
0.147246,-0.797652,-0.879924,1.517084,-0.157474,-1.783707,0
1.355861,0.146605,0.18992,0.331588,0.042866,0.957161,0
1.457507,-1.36821,-3.115687,2.360431,-0.042429,-0.339095,0
0.626073,-0.154034,0.149664,-0.011995,0.086131,0.494903,0
8.010823,-12.965481,-14.116156,-18.716765,0.48393,0.360319,1
2.064101,-2.755797,-4.4521,-5.248646,0.175019,0.149696,1
1.361866,-3.551984,-9.377878,-9.094231,0.571654,0.12304,1
-1.216569,-1.206831,0.047321,0.121391,-0.079453,0.753026,0
-1.389685,-0.103848,1.697949,-0.371167,-0.100138,0.219135,0
6.144821,-8.789723,-8.328601,-13.316079,1.592754,0.125777,1
1.2313,-0.424267,0.16423,0.430779,-0.166442,-0.215428,0
0.573602,-0.354379,-0.352891,0.753742,-0.333189,0.260202,0
0.394707,-2.297734,-4.346348,-3.74649,-2.642902,0.079235,1
-0.390392,-0.966566,-1.150348,-0.46625,-0.071754,0.64156,0
-1.445534,1.492556,-0.657019,0.582303,-0.257054,1.093932,0
0.578054,0.009879,0.291094,-0.358995,0.268808,0.62868,0
1.320924,-0.66714,-0.911138,1.286721,-0.257508,-0.11389,0
0.90097,-0.249211,2.006777,-0.070449,0.14161,-0.480591,0
7.098854,-11.634414,-13.044182,-24.019099,0.568338,0.584661,1
2.679787,-4.801637,-6.771097,-12.598419,-0.171608,-0.053502,1
4.441079,-7.575634,-8.884872,-10.445105,0.105615,-0.360848,1
-0.84817,0.758921,-0.21605,0.162522,0.093077,-0.010302,0
-2.139399,-0.832209,0.638545,-0.476033,-0.122292,0.694736,0
-0.137704,-1.600947,-1.802151,1.11116,0.396156,-0.207387,0
2.834365,0.40317,-0.489834,-0.442331,0.195738,0.410517,0
0.489108,-0.48287,1.433187,0.566807,-0.124475,0.558774,0
-1.903449,-1.639267,-0.370936,-0.431896,-0.088075,0.381027,0
0.560964,-0.299396,-0.440084,-0.235188,-0.025644,-0.176573,0
3.616119,-5.699922,-7.24555,-8.851879,-0.249128,-0.086396,1
5.270891,-8.409665,-11.534046,-11.88757,0.545698,-0.355519,1
-3.011967,-0.466181,-0.60624,-0.141065,-0.441456,0.373258,0
0.485662,-1.217454,-2.674116,1.449924,-0.073074,-0.172771,0
-0.502628,-0.725659,0.452994,0.721918,-0.105161,-0.94964,0
0.236995,-3.443819,-4.393634,-1.859739,0.126518,0.015803,1
-0.933556,-0.902042,0.445632,0.74621,-0.17032,-0.932288,0
2.178538,-5.711505,-6.284314,-7.368321,0.274027,-0.598416,1
0.006021,0.091177,1.058765,-0.413144,-0.262226,-0.511564,0
4.446456,-6.260706,-5.606346,-11.408368,-0.616949,0.38223,1
0.10187,-0.297711,0.302828,-0.163002,0.046938,0.880502,0
8.431986,-6.868509,-10.127525,-8.655711,0.098132,-0.548504,1
8.046075,-17.141514,-8.334763,-17.270985,1.657476,0.381587,1
-0.733597,0.849261,0.387673,-0.326026,-0.360456,0.036707,0
0.543898,0.790636,0.021917,-0.070729,-0.526924,0.03904,0
5.531252,-3.890169,-10.266758,0.113665,0.336442,0.028828,1
4.508913,-0.628463,-4.942612,3.702065,-0.160163,-0.41496,1
-0.283073,-2.248115,-2.372552,1.759314,-0.025862,-0.880079,1
-0.553807,0.380072,1.698957,1.103115,-0.015458,0.113461,0
-0.707843,0.074503,1.110347,-0.180254,-0.121367,0.7826,0
0.115019,-0.807032,-0.497597,0.673435,0.069576,-0.059993,0
-0.841657,-0.856928,0.795002,0.049958,-0.120858,0.001462,0
10.313349,-11.712187,-17.475921,-13.799148,1.43424,-1.204042,1
4.886134,-4.834828,-10.018502,-9.7858,-0.286043,-0.15685,1
2.675688,-0.369909,-2.238622,1.776454,-0.138814,-0.592077,1
-0.568728,-0.627005,1.659677,-0.062467,-0.021753,-0.395728,0
-3.89601,-1.913299,-0.185792,-0.982924,-0.377605,-0.919234,0
5.505672,-6.546242,-8.051049,-14.329626,0.898723,-0.004278,1
3.242293,-4.711769,-6.713878,-6.823831,0.895841,0.233085,1
0.774741,-1.42949,-2.135155,1.778697,0.361169,-0.279472,1
-0.744596,0.559387,-0.825318,-0.279329,0.16752,-0.047834,0
2.78675,-0.13395,-0.429212,1.679986,1.275358,0.516131,1
7.46578,-15.563791,-13.247889,-16.044524,-1.378923,0.431261,1
3.044437,-4.533515,-4.287996,-8.71392,0.319576,0.035206,1
1.492536,-3.942383,-4.329796,-4.480184,0.207889,0.474935,1
6.796797,-6.810813,-11.543498,-3.204383,0.63271,-0.263743,1
-0.713497,0.748514,-0.117286,-0.212631,-0.403504,0.081764,0
0.461785,-0.198456,0.457603,-0.675801,0.236582,0.385953,0
4.333341,-5.927359,-6.527462,-6.700637,0.860912,-0.027299,1
8.425832,-15.239962,-14.952981,-15.48699,-0.646818,0.406265,1
4.100098,-3.906746,-7.364639,-0.515302,0.509559,0.288946,1
5.44806,-2.732792,-7.555729,-2.114429,0.163513,-0.37656,1
5.62312,-6.067798,-8.416681,-14.570837,1.112028,0.001669,1
2.400731,-4.390842,-4.697997,-2.683521,0.650196,0.368275,1
-0.468089,-0.711557,-0.144147,-0.468704,0.277717,1.105674,0
3.446113,-3.936294,-9.958531,-6.388093,-0.178626,0.778961,1
7.671884,-6.120715,-13.202505,-3.008958,0.832035,-0.742802,1
5.487199,-6.319708,-7.891909,-14.265056,0.981609,-0.067195,1
2.48166,0.734175,0.492938,-0.484447,-0.161398,0.400486,0
0.709063,-0.29541,1.646195,-0.132661,-0.110686,0.290941,0
0.057798,-0.002651,0.265899,-0.681785,-0.297001,-0.393328,0
-0.281964,-0.581289,-0.023712,-1.209959,-0.091446,-0.990184,0
0.519752,-0.859199,-2.247611,1.519965,-0.156732,-0.323798,0
-2.27732,-0.000036,-1.5426,-0.126147,0.256005,-1.034273,0
0.276017,-4.980928,-8.509433,-9.069079,-0.036837,0.12655,1
8.252334,-14.226698,-11.60697,-19.899726,-1.61466,0.519514,1
-1.306091,1.157758,0.844775,-0.287336,-0.11971,-1.369866,0
-0.306504,-0.184559,-0.26431,-0.674037,0.044109,1.04004,0
0.387378,-0.119062,-0.299259,0.134664,-1.006483,0.458157,0
4.932199,-8.099119,-12.991466,-12.734394,1.129532,-0.405859,1
4.680008,-8.993811,-12.913632,-7.809635,1.264954,-0.535181,1
0.695224,-0.274197,-0.229782,0.00944,-0.098839,0.331846,0
-0.40667,0.456452,-0.109198,0.599391,0.707533,-0.295325,0
-0.789232,1.060109,-1.527386,0.376056,-1.208606,-1.327911,0
7.116091,-16.746044,-14.029538,-15.833589,0.537795,0.371951,1
5.37416,-3.06473,-8.229952,-1.481283,0.227618,-0.96431,1
0.183208,-3.717481,-4.220366,-2.372423,-2.806302,-0.15926,1
6.418442,-8.009159,-5.580447,-11.588544,1.697856,0.165409,1
-2.14127,-1.16676,-0.053014,-0.331296,0.035999,0.257907,0
5.324547,-2.971695,-7.772197,-1.30437,0.156057,0.145216,1
1.772205,-6.564659,-7.132151,-5.522088,0.19481,-0.619437,1
-0.121212,-0.352731,-0.314885,-0.379732,0.176251,-0.039868,0
5.716088,-6.646154,-12.456706,-2.71856,0.328796,-0.701492,1
0.542424,-0.430656,-1.099615,0.709974,-0.068307,1.112495,0
-1.072731,-0.797968,-0.687235,0.88608,0.122932,0.62442,0
4.243069,-6.134907,-7.279869,-7.171672,0.816652,-0.039383,1
5.835566,-4.546936,-7.62871,-5.304624,0.402837,-0.651442,1
3.064156,-3.834775,-4.549557,-5.369349,0.225333,-0.506,1
-2.319575,0.53367,-0.521593,0.453962,-0.225696,0.038401,0
-1.100749,-0.626426,0.15788,-0.271918,-0.148293,0.11471,0
4.707691,-1.884842,-7.077361,6.244987,-0.03088,-0.44895,1
7.963928,-11.589748,-12.623316,-23.241597,0.645974,0.638073,1
1.936043,-2.089613,-1.978127,3.265412,1.08309,-0.195034,0
-0.58944,0.264545,-1.112735,0.831443,0.273799,-0.436539,1
-1.350798,-1.577138,-1.221488,0.920343,0.922864,0.918472,0
-2.286154,1.281823,-0.673568,0.388217,-0.739442,0.025199,0
3.552454,-5.569142,-11.221805,-1.588336,0.031795,-0.762352,1
2.572305,0.636399,0.118885,-0.545241,-0.054085,0.69753,0
0.286059,-1.992786,-1.207368,0.546843,1.626773,0.991248,0
1.52389,-0.230108,-0.173307,-0.275711,0.27269,0.737276,0
7.031115,-13.320789,-14.094452,-18.912494,0.055684,0.47267,1
0.150853,-0.397373,-0.53732,-0.101341,-0.053537,0.480008,0
11.122771,-15.231833,-3.54723,-18.372019,1.925103,0.627192,1
-0.637406,-0.1875,0.691188,0.755312,-0.188148,0.136912,0
2.246597,-2.120458,-1.583343,-6.167637,-1.85047,0.063397,1
-0.3503,-1.561397,-1.250442,0.903003,-0.195798,0.681445,0
1.756901,-0.816031,0.697557,0.83302,0.816683,0.01646,0
2.116998,-3.364011,-3.985626,-5.157596,0.221919,-0.186733,1
3.921527,1.404426,0.182847,-0.624313,-0.339978,-0.613445,0
0.230011,0.045483,0.369769,-0.934938,0.081705,-0.508589,0
-1.604528,1.454892,-0.258652,-0.393634,0.390264,-1.378568,0
4.180779,-6.403371,-8.036615,-7.654704,0.818859,-0.061263,1
4.028391,-13.691315,-17.620634,-21.675484,1.725578,0.296314,1
4.360089,-2.335933,-7.31158,6.509272,-0.089062,-0.103679,1
8.694897,-12.780634,-9.560169,-21.536802,-0.877392,0.732503,1
3.02405,-0.554224,-0.456077,1.707024,-0.143435,-0.340688,1
0.119476,-4.485483,-4.691151,-3.483436,0.532145,-0.437619,1
0.533066,-0.107583,2.054957,0.268354,-0.305169,-0.003182,0
0.504009,0.217558,0.889697,-0.028752,-0.303707,0.953051,0
2.012226,-1.879644,-4.461051,3.619251,-0.099712,-0.108326,1
0.473354,-0.0845,0.712541,-0.391051,-1.586144,-0.582098,1
0.562901,-0.087282,0.395587,-0.745141,0.440237,-0.034469,0
0.852156,-0.858101,-2.145922,1.956885,-0.232415,-0.158915,0
-0.084778,-0.602712,1.306813,0.039112,-0.03803,-1.323242,0
9.064478,-11.092392,-11.03011,-22.667905,-0.08122,0.674909,1
3.771484,1.398642,0.065459,-0.828914,-0.326912,0.531273,0
2.242604,0.484216,0.346962,-0.926787,-0.354008,0.626389,0
2.266456,-5.567947,-4.211756,-2.532355,-0.842178,-0.318012,1
7.316487,-5.172812,-12.043806,-1.879928,0.821405,-1.145369,1
6.50233,-3.473411,-14.266836,-6.626968,-0.263686,-0.620072,1
0.211332,0.355757,0.919624,-0.305976,-0.256134,0.826924,0
3.60172,-3.991785,-8.760695,-6.293479,-0.551121,0.83334,1
6.155789,-18.271168,-8.19969,-18.48546,0.396655,0.541702,1
0.236018,-0.017341,0.299149,-0.594302,-0.158117,0.792558,0
3.584615,-2.649406,-4.683806,-3.035166,0.621804,0.485211,1
3.670562,-3.739659,-4.799737,-3.166955,2.908374,-0.204227,1
6.534984,-7.731071,-4.579264,-10.96141,1.733644,0.183179,1
12.114672,-18.913243,-7.38337,-13.806568,3.834649,0.195009,1
-0.62203,-0.661121,-0.752702,0.179543,0.015558,0.651975,0
7.652399,-5.533443,-12.156587,-1.558545,0.597026,-0.698588,1
1.419241,-0.074055,0.49602,0.224679,-0.025405,0.082229,0
-1.53396,-0.771875,0.004586,-0.877334,-0.119396,0.673686,0
0.089791,-2.998926,-4.629481,-4.605686,-0.486537,0.242567,1
-1.117888,-2.198085,-2.664707,0.782534,0.068242,-1.587375,0
0.481027,-0.650274,1.573842,0.550217,-0.45005,-0.970825,0
1.714669,-0.049233,-0.831483,0.536817,-4.128186,0.139898,1
2.052064,-7.049229,-7.113873,-5.05601,-0.713516,-0.158278,1
-0.449921,0.289426,0.44184,0.02175,-0.128203,1.013374,0
1.20423,-3.426052,-3.65749,-3.948312,-1.233987,-0.390201,1
6.94513,-3.976525,-10.787051,0.636413,-0.108006,-0.401236,1
10.307226,-11.235048,-15.623187,-20.159047,1.354065,0.432377,1
7.763242,-2.411272,-13.725685,-5.81092,-0.181979,-0.620601,1
-1.287577,-1.792892,-0.257817,-0.762107,1.682624,0.622478,0
-2.886414,0.546516,0.005963,0.782921,-0.596517,-1.636361,0
1.226948,-4.820779,-7.636963,-7.604715,0.133106,-0.480549,1
7.283657,-4.851487,-11.272316,-0.052933,0.519404,-0.388147,1
-0.524883,-0.968987,-0.393952,0.672089,-0.093237,0.460065,0
-1.5086,-0.936124,0.799978,0.23067,-0.170963,-0.262498,0
0.818141,-0.57295,1.447437,0.063423,0.189758,0.013816,0
2.813401,-4.056293,-5.428788,-3.9463,1.249586,0.323586,1
0.083486,-0.531763,0.95997,0.004973,-0.383359,0.030502,0
-0.761764,-1.267813,1.594157,0.521977,-0.114271,-0.315763,0
3.997906,-2.772272,-4.289254,-2.830056,0.126911,0.320198,1
-1.271935,-1.23807,-0.087183,0.531699,-0.103339,0.153994,0
1.41185,-3.232153,-5.210141,-3.267116,0.226138,-0.081049,1
10.3301,-11.797181,-17.721638,-13.959085,1.412625,-1.198821,1
6.249462,-1.445375,-1.808103,-4.815863,2.425677,-0.066096,1
10.648505,-13.202577,-11.41233,-18.174617,-1.376298,0.519952,1
7.183602,-13.608143,-13.906297,-19.716257,-0.088342,0.454368,1
3.760114,1.60412,0.714941,-0.562941,-0.412011,0.627613,0
-1.313275,-1.76906,0.21747,0.243347,-0.0325,-0.242276,1
6.493741,-3.963224,-10.149813,1.404507,0.56203,-1.153575,1
2.330243,-1.525412,-1.470102,-4.781831,-0.430022,-0.08733,1
-1.382986,1.636359,0.071083,0.381603,-0.386695,0.488865,0
3.533374,-6.540989,-7.462961,-4.472403,-0.338707,-0.260616,1
-0.473227,-1.016875,-0.547365,-0.063124,0.19338,1.070051,0
1.636967,-4.759931,-7.624316,-6.717177,0.164453,-0.469712,1
0.679789,-0.192849,-0.351212,2.458965,-0.713905,-1.299006,0
3.241617,-2.133176,-4.652804,-3.218618,0.302735,-1.053835,1
-2.487429,-0.504618,0.168284,0.392625,0.151823,-0.946494,0
5.174706,-8.122161,-10.309334,-12.822177,-0.28983,-0.568731,1
2.434181,-4.723092,-8.552023,-6.465409,-0.669351,0.656271,1
3.325899,1.349693,0.001522,-0.694813,-0.123559,-1.017728,0
3.320337,-5.052502,-9.072711,-6.248145,-3.49305,-0.639435,1
0.376265,-0.451504,-0.519584,0.24722,-0.229919,-0.871809,0
3.245358,-4.56526,-8.569454,-2.577464,0.445573,0.325439,1
-0.889241,-1.032211,-0.577517,0.473868,0.576324,0.882351,0
2.514031,0.64135,-0.320125,0.092335,0.180961,0.047857,0
2.737229,1.987862,-1.016916,-2.043858,-1.493401,0.216927,1
7.440964,-6.807135,-11.872845,-9.750776,0.529557,-0.544962,1
2.620282,1.280167,-0.142099,-1.274787,-0.125877,0.766853,1
4.173268,0.042228,-3.512845,1.733382,-0.15357,0.334306,1
-0.557242,0.001237,0.425457,-0.910242,0.016565,0.992116,0
2.288644,-0.838587,-1.692029,0.599717,2.102339,-0.293803,1
5.177819,-8.332863,-9.577194,-12.503931,0.073164,-0.503722,1
2.724046,0.520102,-0.223512,-0.361543,-0.217838,0.342803,0
1.970759,-2.516628,-3.565119,-1.731413,0.190877,-0.25565,1
0.915198,0.274386,0.54526,0.192017,0.023027,-1.143272,0
3.161821,-0.283731,-2.376654,1.591506,-0.219461,0.350231,1
2.44808,-2.314747,-5.871438,5.540865,0.318853,-0.828156,1
0.029123,-0.499123,-0.031899,0.393171,-0.042034,-0.027709,0
1.693885,-3.943337,-5.338714,-5.231425,0.011557,-0.067179,1
0.412359,0.051126,0.129766,-0.326846,-0.175157,0.066519,0
0.648553,-0.312331,-0.160548,0.301368,-0.143852,0.020368,0
3.532845,1.299404,-0.513339,-1.28622,-0.091764,-0.019997,0
-0.588421,0.651839,-0.093091,0.461486,0.130155,0.785767,0
1.533619,-1.373457,-3.128459,2.471456,-0.042885,-0.002931,0
8.69861,-12.695947,-9.887214,-21.710188,-0.843303,0.673209,1
6.379742,-7.191604,-10.924187,-2.775114,0.399097,-0.286016,1
-1.057118,1.201044,-0.708851,1.099465,0.215547,0.450914,0
1.102415,-0.565111,0.70214,0.186939,0.132959,0.27739,0
-0.029946,-0.701734,0.496398,-0.363277,-0.234475,0.055387,0
0.278578,-0.377401,-0.084505,0.30734,0.176201,0.292748,0
2.743318,-0.19412,-1.880275,1.522662,-0.172659,-0.026373,1
0.552725,-0.831633,-1.096647,1.234101,-0.14136,-0.169479,0
1.111602,-3.376177,-5.967905,5.586115,-0.006388,-0.012944,1
